,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
114,Senior Data Scientist - R&D Oncology,$86K-$147K (Glassdoor est.),"At AstraZeneca,we work together to deliver innovative medicines to patients across global boundaries. We make an impact and findsolutionsto challenges. We do this with integrity, even in the most difficult situations,because we are committed to doing the right thing.

Job Description

The Machine Learning and AI team in AstraZenecas Oncology Data Science & Analytics group is where we develop and apply sophisticated algorithms and techniques to solve the hardest problems in oncology drug discovery and development. The team uses their scientific, quantitative, and problem-solving skills to work on a broad range of challenges across the whole oncology portfolio, working collaboratively with other scientists across a range of disciplines to scope, define, and deliver projects that both advance the state of the art in data science and accelerate the delivery of innovative medicines to patients.

As a Senior Data Scientist you will play a key role on the front line in this rapidly growing team working to extract insight from complex biomedical data. You will develop your leadership skills and apply and develop your expertise in rigorous quantitative data science to provide solutions to a variety of data science problems, researching, recommending and delivering novel methodologies to solve the problems that matter to the oncology pipeline.

Examples of projects the team works on include machine learning models for developing digital biomarkers, patient risk stratification for clinical trials, new algorithms for survival analysis, approaches to quantitatively analyse wearable data, linking of medical imaging data with omics and longitudinal outcomes to identify and/or validate new drug targets, and much more!

Typical Accountabilities
Provides advanced data science expertise to AstraZeneca projects and recommends data science solutions.
Delivers advanced data science solutions to AstraZeneca projects, appropriately communicating with non-technical stakeholders.
Works within established frameworks to deliver a variety of tasks that support projects in meeting their objectives.
Independently keeps own knowledge up to date and learns from senior team members, proposing appropriate training courses for personal development.
Reviews working practices and ensures non-compliant processes are escalated
Ensures own work is compliant within Clinical Development.
Collaborate in a multidisciplinary environment with world leading clinicians, data scientists, biological experts, statisticians and IT professionals.
Education, Qualifications, Skills and Experience

Essential
MSc degree in rigorous quantitative science (such as mathematics, computer science, engineering)
Practical software development skills in standard data science tools (such as R or python)
Knowledge of range of mathematical and statistical modelling techniques, and drive to continue to learn and develop these skills.
Minimum 2+ years of experience or post doctoral.
Desirable
PhD degree in rigorous quantitative science (such as mathematics, computer science, engineering)
Experience within the pharmaceutical industry
Communication, business analysis, and consultancy.",4.0,"AstraZeneca
4.0","New York, NY",-1,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
115,Data Scientist,$86K-$147K (Glassdoor est.),"Job Number: R0083303

Data Scientist, Mid

The Challenge:

Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection to cancer research, to national intelligence — you know the answers are in the data.

We have an opportunity for you to use your analytical skills to improve aerospace mission solutions. You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll develop algorithms, write scripts, build predictive analytics, apply machine learning, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help military leaders make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in aerospace mission solutions.

Empower change with us.

You Have:
2+ years of experience with one or more scripting or scientific languages, including Python, R, C++ or Java
2+ years of experience in working with a wide range of predictive and decision models, and tools for developing models
2+ years of experience with Big Data programming technologies, including Hadoop, Spark, MapReduce, Accumulo, Cassandra, HBase, R, Mahout, Pig, and Hive
2+ years of experience with applying machine learning techniques, and the key parameters that affect their performance
Experience with Microsoft Excel and Access
Knowledge of statistical measures such as confidence intervals, the significance of error measurements, development and evaluation data sets
Ability to obtain a security clearance
BA or BS degree in Data Science, Applied Mathematics, Computer Science, Engineering, Statistics, Physics, Computer Networks, or Operations Research
Nice If You Have:
Experience with using statistical software applications, including SAS, R, Matlab, SPSS, or Stata
Experience with developing statistical and simulation models
Experience in one or more natural language processing topics: tagging, syntactic parsing, word sense disambiguation, topic modeling; contextual text mining, and application of deep learning to NLP
Experience with developing experimental and analytic plans for data modeling processes, using strong baselines, and accurately determining cause and effect relationships
Secret clearance
MA or MS degree in Data Science, Applied Mathematics, Computer Science, Engineering, Statistics, Physics, Computer Networks, or Operations Research
Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

Build Your Career:

At Booz Allen, we know the power of analytics, and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:
access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
change the world with the Data Science Bowl—the world’s premier data science for social good competition
participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government
You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change.",3.9,"Booz Allen Hamilton Inc.
3.9","Arlington, VA",-1,10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),-1
116,Machine Learning Engineer,$86K-$147K (Glassdoor est.),"Machine Learning Engineer

US Citizenship is required due to security clearance requirements.

Are you a motivated engineer who is passionate about embracing new challenges and solving the hardest technical problems in a team-oriented environment? Every day, the engineers at Expedition Technology work together to solve our Nations defense and intelligence challenges by using Machine Learning and Deep Learning to demystify data obtained from signals and images.

Our applied research and development mindset afford our people the opportunity to work on the most cutting-edge methods of optimizing deep learning networks, developing state-of-the-art algorithms and ultimately producing software products that are critical to our nations defense infrastructure.

The success we have already achieved has made Expedition Technology one of the top Machine Learning/Deep Learning research organizations in the Defense and Intelligence communities and we need additional intelligent, passionate, creative people to join our team.

When you join our team, youll have the opportunity to:
Dive directly into the latest computer vision and signal processing research to replicate new techniques published in academia and find ways to make those ideas work on a larger scale
Use your strong Python coding skills to research, design, develop and expand upon algorithms that will train neural networks to deliver actionable intelligence faster and more effectively
Develop deep-learning software prototypes that demonstrate potential usefulness to our customers
Analyze data from disparate sources including images, video, radar, signals and more
Brainstorm solutions to the toughest problems alongside a team of smart, creative, passionate engineers
Participate in machine learning brownbag sessions and other forms of collaborative learning to keep abreast of the constant changes in Machine and Deep Learning
Required skills:
Strong problem-solving skills combined with deep intellectual curiosity and the desire to push technical boundaries
Strong coding skills- preferably in Python, C/C++, Julia or other object-oriented language in a Linux environment
Software development skills and the desire to work on cutting edge development in a Cloud environment
Deep understanding of data structures and algorithms
Knowledge of computer vision and/or signal processing including techniques for classification and feature extraction
Excellent oral, written, presentation and communication skills
Bachelors degree in Computer Science, Computer Engineering, Electrical Engineering or related field. Advance degrees welcome
US Citizenship- Must be a US Citizen eligible to maintain a US Government security clearance
Desired skills:
Experience with deep learning frameworks like Tensorflow, PyTorch, Caffe or Keras
About Expedition Technology

At Expedition Technology, we push the boundaries of what is possible every day. Our engineers work on the most challenging problems in Computer Vision, Digital Signal Processing and Software Engineering from a Machine Learning/Deep Learning perspective and collaborate to find the answers. We are a research-focused company whose mission it is to solve our customers most pressing needs in a creative, novel manner.

Expedition Technology offers self-directed, company-paid Medical, Dental and Vision benefits and the freedom to allow you to select which benefits matter most. We offer a 401k with a generous company match, a student loan repayment program, equity shares, paid holidays, paid time off and an education reimbursement allowance. Most importantly, we offer an environment where we are encouraged to push boundaries, take risks and enjoy the rewards.

Interested in joining our team? Lets explore together.

EXP is proud to be an Equal Opportunity Employer that believes a diverse range of talent creates an environment that fuels creativity and innovation. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, disability, national origin, genetic information or protected veteran status.

Powered by JazzHR",5.0,"Expedition Technology, Inc.
5.0","Herndon, VA",-1,1 to 50 Employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
117,Data Scientist,$86K-$147K (Glassdoor est.),"JOB DESCRIPTION: Data Scientist

Work as a data scientist supporting our marketing acquisition and loyalty teams by doing the following:
Analyzing and modelling out various marketing measurement and attribution models.
Developing strong LTV metrics, along with predictively modelling LTV for individual customers.
Analyzing churn and developing predictive modelling for churn.
Use data visualization tools and techniques to up-level the data acumen of the organization.
As a key member of the data team, you will work with other departments and team members as a mentor to help them build their data awareness and action on data, all while trying to hold your own at Smash Bros. The former will be much easier than the latter.

REQUIREMENTS
Must be willing to have fun while getting things done!
1-3 years of experience in quantitative work
1-3 years of machine learning development experience
Proven track record of applying advanced analytics techniques (regression, classification, and categorization) to solve business problems
Experience with NLP and other text analytics methodologies
Strong statistics skills, such as distributions, statistical testing, regression, etc.
Strong presentation skills and the ability to communicate analytical and technical concepts with confidence and in an easy-to-understand fashion
Strong SQL skills
Proficiency with other querying languages, scripting languages, and statistical/mathematical programming languages (e.g. R, MATLAB, etc.)
Degree in quantitative field (Econ, Stats, Math, Engineering, etc.), Masters degree preferred
BENEFITS
Competitive Compensation
401k Incentive Savings Plan
Health, Dental, Vision, and other Ancillary Benefits
Advancement Opportunities
Open PTO Policy
Weekly team activities
Snacks in the office
In-office gym (to counteract the snacks)
Sweet discounts on gear

Job Type: Full Time

Reports to: SVP of Data & Technology

Location: Draper, UT",4.3,"Rhone Apparel, Inc.
4.3","Draper, UT",-1,1 to 50 Employees,-1,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Less than $1 million (USD),-1
118,Sr. Machine Learning Engineer,$86K-$147K (Glassdoor est.),"About Alpha Health
We’re on a mission to remedy the financial complexity crippling healthcare in America.

Our aim is to organize and use all healthcare information to reduce the cost of care and improve the patient experience.

As the first Unified Automation company for healthcare, we use the same machine learning approaches that made driverless cars possible to provide health systems with a single solution for revenue cycle management. Alpha Health’s Unified Automation brings together the best of people, data and technology to efficiently, accurately and autonomously navigate the complex state of medical reimbursement in the United States.

We are growing rapidly:
- The contracting process in healthcare typically averages nine months. Yet, in less than 12 months time, the team has landed multiple provider clients of all sizes across the US.
- The team has also deployed at several of these customers, providing meaningful and measurable value within 90 days.

We’ve built a cross-functional skill set deep into the DNA of the company. We have technology experts from the top Silicon Valley technology companies (Google, Facebook, etc) and machine learning PhD programs (Stanford, etc). We also have senior leaders from the frontlines of healthcare with decades of experience leading teams of medical billers at some of the most prominent healthcare institutions in the US. And we have a deep bench of talent from healthcare services firms like the Advisory Board, Optum and Triage Consulting.

Our founding team includes Silicon Valley leaders who have founded or been founding team members of multiple companies with successful exits, including in excess of $350 million.

We are expanding our team to support our work with existing customers as well as new customers. If you love to execute, we’d love to hear from you.

Alpha Health is based in South San Francisco. As a company we embraced remote work opportunities before COVID-19. We consider ourselves experts in working collaboratively wherever our team members happen to reside.

As part of the ML team you will work alongside machine learning PhDs from top schools (e.g., Stanford), as well as experienced machine learning engineers from top companies (e.g., Google). You will be putting machine learning into practice, so your code directly affects our customers immediately. You will be working with large proprietary medical and clinical datasets containing both structured documents, natural language and images.

What You'll Do
· Participate in developing state-of-art machine learning solutions to address large scale healthcare problems
· Design and build pipelines that collect, preprocess, and deliver data with a measurable quality
· Write production-ready software with fast and efficient algorithms
Skills & Qualifications
· 5+ years of work experience in machine learning or data engineering
· Must have experience launching production systems from the ground up
· Strong proficiency in one or more programming languages such as Python and C++
· Hands-on development experience with big data technologies such as SQL and AWS/Cloud Platform
· Knowledge of machine learning frameworks such as Scikit-Learn, Keras, Tensorflow
· Full-stack development experience for an end to end machine learning solution preferred
· Experience with Natural Language Processing or Computer Vision a plus
· Strong communication and interpersonal skills with meticulous attention to detail
What We Offer
· Work with an experienced and complementary founding team consisting of serial entrepreneurs, AI experts and healthcare industry experts
· Competitive salary and equity grants
· Full employer coverage for health, dental and vision insurance
· Full employer coverage for life insurance
· 401k Plan
· Free membership to One Medical (Concierge Clinic) for you and your family (if you are in a region covered by One Medical)
· Flexible Vacation Policy",5.0,"Alpha Health
5.0","South San Francisco, CA",-1,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
119,Data Scientist,$86K-$147K (Glassdoor est.),"Paxful is the people-powered marketplace for money transfers with anyone, anywhere, at any time. Imagine a world where everyone has equal access to finance, no matter who they are, or where they’re from. We're building it. Our mission is to empower the forgotten four billion unbanked, so they have control of their money in a way they've never had before.

Working across three offices in different time zones, the Paxful team serves our amazing community of 3 million strong. We build for people, not profits, and consider ourselves to be everyday heroes who don’t wear capes or masks. That’s why we launched Built with Bitcoin, a charitable initiative that aims to build 100 schools, water facilities, and entrepreneurial incubators in emerging markets all over the world. We want to show that bitcoin can have a positive impact and make real changes in the lives of people everywhere.
What you'll be doing
Responsible and accountable for data science, machine learning, and artificial intelligence throughout the organization to drive growth in the most profitable way
Building analytics systems and predictive / prescriptive models to forecast future outcomes and suggest courses of actions using machine learning algorithms using structured and unstructured data (social media, images, sounds, texts, video)
Collaborate with Data Engineer, Data Analytics and Market Intelligence teams to leverage company data to drive business solutions for stakeholders
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes
What we are looking for
Great skills in working with cross-functional teams, driving a data-driven culture company-wide
5+ years of experience providing business insights and driving data science initiatives
PhD in statistics or Bachelor’s degree in an analytical field such as statistics, operations research, economics, computer science, mathematics, or other quantitative field
Experience with extracting and aggregating data from large data sets using SQL, Hive or other tools
Experience in understanding and analyzing data using statistical software (e.g., Python, SAS, R, Stata or others)
Knowledge of entrepreneurship and/or product innovation best practices
What we offer
Comprehensive insurance plans, commuter benefits, flexible spending account, and 401(k) with 4% company matching
Gym membership, massage, chiropractor, or other reimbursements (personal training, dance classes, etc.)Learning and development reimbursement (including online courses, certifications, conferences, seminars, etc.)
Flexible working hours and generous paid time off
Parental leave, including a one-time bonus to support newborn",4.2,"Paxful
4.2","New York, NY",-1,201 to 500 Employees,2015,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
120,Sr. Machine Learning Engineer,$72K-$126K (Glassdoor est.),"About Alpha Health
We’re on a mission to remedy the financial complexity crippling healthcare in America.

Our aim is to organize and use all healthcare information to reduce the cost of care and improve the patient experience.

As the first Unified Automation company for healthcare, we use the same machine learning approaches that made driverless cars possible to provide health systems with a single solution for revenue cycle management. Alpha Health’s Unified Automation brings together the best of people, data and technology to efficiently, accurately and autonomously navigate the complex state of medical reimbursement in the United States.

We are growing rapidly:
- The contracting process in healthcare typically averages nine months. Yet, in less than 12 months time, the team has landed multiple provider clients of all sizes across the US.
- The team has also deployed at several of these customers, providing meaningful and measurable value within 90 days.

We’ve built a cross-functional skill set deep into the DNA of the company. We have technology experts from the top Silicon Valley technology companies (Google, Facebook, etc) and machine learning PhD programs (Stanford, etc). We also have senior leaders from the frontlines of healthcare with decades of experience leading teams of medical billers at some of the most prominent healthcare institutions in the US. And we have a deep bench of talent from healthcare services firms like the Advisory Board, Optum and Triage Consulting.

Our founding team includes Silicon Valley leaders who have founded or been founding team members of multiple companies with successful exits, including in excess of $350 million.

We are expanding our team to support our work with existing customers as well as new customers. If you love to execute, we’d love to hear from you.

Alpha Health is based in South San Francisco. As a company we embraced remote work opportunities before COVID-19. We consider ourselves experts in working collaboratively wherever our team members happen to reside.

As part of the ML team you will work alongside machine learning PhDs from top schools (e.g., Stanford), as well as experienced machine learning engineers from top companies (e.g., Google). You will be putting machine learning into practice, so your code directly affects our customers immediately. You will be working with large proprietary medical and clinical datasets containing both structured documents, natural language and images.

What You'll Do
· Participate in developing state-of-art machine learning solutions to address large scale healthcare problems
· Design and build pipelines that collect, preprocess, and deliver data with a measurable quality
· Write production-ready software with fast and efficient algorithms
Skills & Qualifications
· 5+ years of work experience in machine learning or data engineering
· Must have experience launching production systems from the ground up
· Strong proficiency in one or more programming languages such as Python and C++
· Hands-on development experience with big data technologies such as SQL and AWS/Cloud Platform
· Knowledge of machine learning frameworks such as Scikit-Learn, Keras, Tensorflow
· Full-stack development experience for an end to end machine learning solution preferred
· Experience with Natural Language Processing or Computer Vision a plus
· Strong communication and interpersonal skills with meticulous attention to detail
What We Offer
· Work with an experienced and complementary founding team consisting of serial entrepreneurs, AI experts and healthcare industry experts
· Competitive salary and equity grants
· Full employer coverage for health, dental and vision insurance
· Full employer coverage for life insurance
· 401k Plan
· Free membership to One Medical (Concierge Clinic) for you and your family (if you are in a region covered by One Medical)
· Flexible Vacation Policy",5.0,"Alpha Health
5.0","South San Francisco, CA",-1,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
121,Data Scientist,$72K-$126K (Glassdoor est.),"Paxful is the people-powered marketplace for money transfers with anyone, anywhere, at any time. Imagine a world where everyone has equal access to finance, no matter who they are, or where they’re from. We're building it. Our mission is to empower the forgotten four billion unbanked, so they have control of their money in a way they've never had before.

Working across three offices in different time zones, the Paxful team serves our amazing community of 3 million strong. We build for people, not profits, and consider ourselves to be everyday heroes who don’t wear capes or masks. That’s why we launched Built with Bitcoin, a charitable initiative that aims to build 100 schools, water facilities, and entrepreneurial incubators in emerging markets all over the world. We want to show that bitcoin can have a positive impact and make real changes in the lives of people everywhere.
What you'll be doing
Responsible and accountable for data science, machine learning, and artificial intelligence throughout the organization to drive growth in the most profitable way
Building analytics systems and predictive / prescriptive models to forecast future outcomes and suggest courses of actions using machine learning algorithms using structured and unstructured data (social media, images, sounds, texts, video)
Collaborate with Data Engineer, Data Analytics and Market Intelligence teams to leverage company data to drive business solutions for stakeholders
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes
What we are looking for
Great skills in working with cross-functional teams, driving a data-driven culture company-wide
5+ years of experience providing business insights and driving data science initiatives
PhD in statistics or Bachelor’s degree in an analytical field such as statistics, operations research, economics, computer science, mathematics, or other quantitative field
Experience with extracting and aggregating data from large data sets using SQL, Hive or other tools
Experience in understanding and analyzing data using statistical software (e.g., Python, SAS, R, Stata or others)
Knowledge of entrepreneurship and/or product innovation best practices
What we offer
Comprehensive insurance plans, commuter benefits, flexible spending account, and 401(k) with 4% company matching
Gym membership, massage, chiropractor, or other reimbursements (personal training, dance classes, etc.)Learning and development reimbursement (including online courses, certifications, conferences, seminars, etc.)
Flexible working hours and generous paid time off
Parental leave, including a one-time bonus to support newborn",4.2,"Paxful
4.2","New York, NY",-1,201 to 500 Employees,2015,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
122,Data Scientist - Leading Quant Hedge Fund,$72K-$126K (Glassdoor est.),"Are you a Data Scientist that is interested in working with one of world's leading Quantitative Hedge Funds? Are you a Data Scientist that would enjoy working with a cutting-edge financial and engineering teams and to expand their data science and machine learning capabilities?

This New York City based leading Quantitative Hedge Fund seeks a talented Data Scientist that will work closely with the finance, operations, as well as other investment teams across the firm.

As the Data Scientist, you will:
• Manage large amounts of complex data in R or Python and running quantitative queries.
• Identify timely and unique data sets, diving deep into a diverse set of data domains as well as visualizing and exploring underlying data drivers
• Build statistical analysis and financial modeling techniques to large data sets.
What you need:
Master's or PhD degree from a competitive university in a quantitative field such as statistics, mathematics, operational research, computer science, finance or economics.
Quantitative and Developer experience (Python and/or object oriented programming)
Prior experience working or Internship at a Financial firm or leading technology (Google, Facebook, Amazon, etc...) firm is helpful
Proficiency with statistical and data analysis and programming tools such as R, SAS, Stata, SQL or Matlab.
What you get:
• Work with one of the leading Quantitative Hedge Funds
• Work in not your typical hedge fund. Very collaborative and casual work environment as compared to most Wall St. Firms
• Incredible work perks (too many to name!)",-1,Edward Daniels Group,"New York, NY",-1,1 to 50 Employees,2007,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
123,COMPUTER SCIENTIST - ENGINEER - DECISION TECHNOLOGIES,$72K-$126K (Glassdoor est.),"Job Summary:


Join a team that develops creative solutions for a variety of commercial and military applications across the human performance domain; physical, cognitive, and social. Interface with technical clients and colleagues to understand requirements and constraints of the task objectives on a frequent basis. Work in various phases of the system lifecycle, including applied research, requirements generation, design, implementation, testing, integration, installation, and documentation. Apply aspects of systems engineering, an understanding of biomechanical and physiological systems, and the nature and limitations of hardware and software to ensure that the underlying systems work properly. Additional information about the type of work can be found at: https://hpi.swri.org.


Education/Experience:


Requires a BS degree in Software Engineering, Electrical Engineering, Mechanical Engineering, Aerospace Engineering, Computer Engineering, Computer Science or closely related disciplines with 0-2 years of experience. Must have at least a 3.25 GPA. Must have coursework or experience in more than one of the following: image and video processing, network and routing protocols, and machine learning or neural networks. Strong software skills are required. Experience in C++, C#, and/or Python is preferred. Experience with Linux, real-time operating systems, user interface design, and/or multithreaded programming is a plus. Excellent verbal and written communication skills are required. Must be able to work in project team environments and independently. Must have excellent problem-solving skills, be self-motivated, and be driven by challenging problems. Must have good organizational skills and attention to detail with an aptitude for continuous learning and leadership potential. A valid/clear driver's license is required.


Special Requirements:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas


For more information about this division, visit the Intelligent Systems home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace
If you need assistance, please Contact Us",4.0,"Southwest Research Institute
4.0","San Antonio, TX",-1,1001 to 5000 Employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),-1
124,Data Scientist,$72K-$126K (Glassdoor est.),"The Role:

We are currently seeking a talented Data Scientist to join us as we develop our data driven, analytic-focused products designed to revolutionize the law enforcement sector. As a Data Scientist, you will have the opportunity to:
Build, review, and refine machine learning models related to improving the management of law enforcement officers;
Build data pipelines for extracting thousands of variables across 10s/100s of millions of records;
Collaborate with the Benchmark Research Team and other employees to build/enhance user-centered data products
If you are interested in working with passionate and intelligent individuals dedicated to positively impacting society through data, then we believe this is an unprecedented opportunity to experience that first-hand.

Requirements

The Candidate:

The ideal candidate will be someone who has:
Master’s in data science, statistics or computer science preferred, but all applicants are considered based on education, experience and demonstrated skills (e.g., GitHub repository of projects)
1-2 years of experience building, refining and selecting machine learning models (e.g., logistic regression, decision trees, random forest, SVM)
Robust knowledge of statistics and data analysis
Confident in using SQL to pull data from a database
Confident in creating statistical models using Python
Able to learn and adapt to new technologies quickly
The ability to successfully manage multiple concurrent tasks/projects and meet deadlines
Ability to work independently with minimal guidance from management (except in complex and non-routine situations)
Strong sense for working and communicating well with others
Benefits

What We Offer:
A truly unique experience to work for a fast-growing, young company
The satisfaction that comes with being part of a solution that makes a big difference in the world
The excitement that comes with the need to endlessly innovate and transform our market
A competitive base salary and flexible PTO policy
We cover 75% of Medical (BCBS) Premiums, Dental & Vision Premiums, and offer 100% company sponsored Life Insurance as well as a 401k plan
The Fine Print and How to Apply:
Thank you for your interest in our company and what we are building.
Benchmark Analytics is an Equal Opportunity Employer. We value diversity of all kinds in our effort to create a stellar workforce of committed and passionate team members.
Unfortunately, we are not able to sponsor employment visas at this time, so we can only accept applications from candidates who are authorized to work in the US.",3.8,"Benchmark Analytics
3.8","Chicago, IL",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
125,Data Scientist,$72K-$126K (Glassdoor est.),"Excel Impact, named one of the nation’s fastest growing companies 3-years running, has a brand new full-time, in-house, direct-hire Data Scientist opening in North Miami Beach!

You can be a part of our industry-leading team, who are working to simplify and transform how people navigate the insurance buying process.

You will bring your data science knowledge and expertise to help shape the company's success. You will help us identify opportunities to improve the quality of our data by creating and implementing algorithms and ML models to do predictive analytics in real time.

We place a high value on creating a talented team, and because of that, we make sure to offer competitive compensation, flexible work hours, generous time-off policy, and an environment of results-oriented self-sufficiency.

Mission:

Excel Impact was founded to solve two key issues:

Purchasing insurance is too confusing for the average person to easily navigate and understand
The insurance companies can’t efficiently connect with a person searching for a product or solution they offer

The solution? A best-in-class, award-winning marketplace that connects the companies and the solutions they offer with people who are searching for a better insurance experience. Our proprietary ImpactNavigation® platform technology utilizes machine learning, data science, and intelligent-marketing to guide & match interested customers with their best-match insurance solutions.

What will you do?

Participate in defining and implementing technical direction for the development of the company's technology
Be THE key data science advisor for the company, collaborating with leadership and our marketing and engineering teams to identify opportunities to apply algorithms and machine-learning in our platform to gain the greatest benefit possible
Drive business success by translating business requirements into ML algorithms and models to meet product functional objectives and key results
Help architect and plan for changes and enhancements to the product in a proactive fashion
Work with a data-centric platform in capturing, transforming, and ingesting large volumes of data from multiple sources to feed into your data algorithms
Harvest multiple years worth of historical data to train your models across thousands of possible user-behavior scenarios
Work with our cloud-based platform in AWS, manipulating data through multiple AWS-provided services, such as Kinesis, Redshift, RDS, SQS, SNS, etc
Work with our data analytics team to implement the needed ETL/ELT transformations required to implement our predictive models.

What Do We Look For?

Experience applying data science in a lead generation environment is REQUIRED

Strong inclination for creativity and building innovative technology

Strong desire to fearlessly explore, but strong focus for targeted implementation

BS. or MS in Data Science, or equivalent experience

Minimum of 6 years of data science / machine learning experience is required.

Minimum of 3 year of data analytics experience

Strong knowledge of a wide variety of data algorithms and approaches (supervised, unsupervised, reinforcement, linear regression, logistic regression, Naive Bayes, K-Means, Random Forest, greedy algorithms, etc)
Strong knowledge of multiple database engines (MySQL/MariaDB, Redshift, DynamoDB, Redis, etc)
Experience with PHI, PII, and SOC compliance guidelines and controls
Experience with back-testing, A/B testing, regression testing, model testing, etc

What do we offer you?

Competitive base salary
Health care, dental & vision benefits
Sizable yearly bonus structure
Over 1-month cumulative time-off with vacation and personal days
Work-from-home and flex-schedule options to aid in work/life balance
A form of equity that can provide substantial monetary payouts based on future events
Incredible growth and upward mobility opportunities
The opportunity to apply state-of-the-art technologies to solve interesting and challenging problems
Family-friendly work environment - the work stays in the office. Work/Life balance is taken seriously.
Work directly with multiple areas of the company to innovate, create, and make an impact in what you do.
Laid-back, results-driven environment.
You are the ‘CEO’ of your own position – you are encouraged and trusted to make decisions in your area of expertise.

About us:

Excel Impact was founded on 2013 by three partners looking to change the world of insurance for the better. Through hard-work, an incredible team, and smart execution, we’ve experienced consistent 3-year growth rates between 450% - 11,369%, and have been recognized multiple times one of the fastest growing companies in the United States by INC 500, Deloitte Fast 500, Ernst & Young, among other organizations. We have over 1 million active users on our sites per month, and we are committed to delivering excellent software solutions for our internal team as well as top converting leads to our business partners.

Next Steps:

If you are interested in this opportunity, have a desire to be a part of something BIG while sharpening your skills with the latest and greatest tech, and you’re ready to join one of the fastest-growing companies in the United States – then we look forward to hearing from YOU!

We cannot offer visa sponsorship at this time.

Powered by JazzHR

V1kkb70vcs",5.0,"Excel Impact
5.0","North Miami, FL",-1,1 to 50 Employees,2013,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1
